999,1.0165474731339714
1056,1.80683747801628
1118,1.6452003580198258
1182,1.5510672618739327
1251,1.8875488889905931
1323,1.9900343684691504
1400,1.871264131857153
1481,1.8357829155622403
1567,2.4519235165185957
1658,2.8819897336296325
1754,2.31946688003465
1855,2.152817286805749
1963,2.0290245377078193
2076,2.5610004423389543
2196,3.7554607494280696
2324,3.7692365418757094
2458,3.154876289954057
2600,3.8822912803730305
2751,4.391187472110866
2910,4.969978707134423
3079,4.444878458189568
3257,4.965476644401456
3446,4.891902656359475
3645,5.3079263834759
3856,5.741495256763264
4079,5.749189491650921
4315,5.301944170967578
4565,5.532928202310924
4829,5.438567760484003
5109,5.521226302062193
5405,6.061532254651277
5718,5.968842914946034
6048,6.059360879620596
6399,5.504514839656779
6769,5.764430616639539
7161,5.706618569481073
7575,5.890859996027717
8013,5.565681928099493
8477,5.909257938327475
8968,5.79675018511478
9487,6.052449833904919
10036,5.743152589683321
10617,5.7167433948860396
11231,5.6496851220214985
11881,5.866613660186914
12569,5.887500666651277
13296,5.8026610734265684
14065,5.958066212834532
14879,6.09437351313028
15740,6.041833991525832
16651,5.948905942154817
17615,6.097769281612402
18634,5.951761013249288
19712,5.50734135229929
20853,5.7418873213534924
22060,5.796849844484016
23336,5.46602406394659
24687,5.495727436491332
26115,4.993471962060418
27627,5.861821798454681
29225,5.811994545548125
30917,5.876821664193204
32706,5.550907536163374
34598,5.809516232542177
36600,5.51785391735504
38718,5.915139680002904
40959,5.710937322890503
43329,5.5658240905763705
45836,5.575896800418987
48488,5.571626941830309
51294,5.350044784633111
54262,5.692151119923479
57402,5.557299232103444
60724,5.681961227621466
64237,5.661785648842868
67954,5.654131703543038
71887,5.481601348906671
76046,5.3439662394029
80447,5.654881965159233
85102,5.774052598068288
90026,5.571293263831251
95235,5.80879226465443
100746,5.734434897662645
106576,5.58248631858595
112743,5.5811927992064385
119267,5.601738773417415
126168,5.669109327954038
133468,5.732996682110819
141192,5.476420194785796
149361,4.431802217331643
158004,5.70632169932774
167147,5.64300135742935
176819,5.761651286868086
187050,5.249669971170866
197874,5.056863057548573
209324,5.1283500297536175
221436,5.5588460637973895
234249,5.7890521349120885
247804,5.700807897526982
262143,5.671824057638102
